Category,TargetYear,Action,SLR,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P25,P50,P75,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99
RES_InFP,2055,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,1876.69228622166,2174.14216363578,2585.56661298792,3012.02412294553,4331.19630106102,5261.51102689812,6433.07271742936,8164.72631228011,9265.08887225982,22031.6604652179
RES_InFP,2055,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,1969.57869806973,2320.01564579284,2877.81594144358,3703.54714281109,5192.86768095677,6539.50667946572,7929.70894814085,8899.37465055652,9818.11478522375,15664.7642853021
RES_InFP,2100,No mitigation,50th-percentile,623731991.776337,632603260.861171,638092718.288895,643155436.596678,647364126.515162,651552047.417083,655756620.226983,657707833.999607,659255973.045705,662686184.131437,689718788.710535,724925593.545703,764736345.899033,808896596.439083,812810203.994259,816444241.378856,824797089.669343,832277098.068965,839344242.575363,847243951.675422,862309258.644878,872808215.196244,891911341.008624
RES_InFP,2100,No mitigation,90th-percentile,943470107.525469,959795440.650905,965523456.308613,973457135.315305,979470910.349363,985400399.12532,989647510.388547,995923498.125697,999185278.876586,1002959890.13778,1037704894.06881,1087664827.40063,1140992633.4424,1195468277.29439,1199220068.44621,1206263781.54677,1216147663.49173,1223999681.89098,1230727523.70261,1239267193.46779,1250643795.15254,1271358745.49455,1308999292.41696
RES_InFP,2100,Raise Utilities,50th-percentile,468921739.491984,475313595.789032,481232880.373064,484802323.921803,487477258.536602,490641329.64124,494067687.835375,496286980.874575,497768555.822018,499366582.042381,522835808.79294,551963694.857192,586855178.349985,626933047.873504,630336512.89953,635343859.997221,639169251.647956,644757911.856891,652440081.470595,662221888.493247,672736166.365959,687202723.224248,702409260.141891
RES_InFP,2100,Raise Utilities,90th-percentile,733594384.956815,745454686.193611,749103608.834498,757627343.181173,762572618.357544,765925512.70495,770239421.115868,774960296.148738,779248606.162199,781687236.40387,813386027.705199,857812331.335343,907303504.173536,957019778.457861,960063904.451763,966250964.211615,974417946.208503,982052516.970292,990858070.521585,998819165.410104,1009843865.48198,1023976027.93543,1065020121.15537
RES_InFP,2100,WFP B,50th-percentile,354411407.476944,358898731.249648,362735782.502722,365663091.635874,368308960.844876,370429188.524181,373299492.455906,375087625.0672,376221381.976434,377661811.013138,394518550.982199,416963986.253316,445047396.794003,481684041.8803,486072655.779444,488885421.253013,491459408.043018,497372092.201433,502803229.296322,511612905.335062,519526272.006365,531930920.462299,546019833.255235
RES_InFP,2100,WFP B,90th-percentile,553486619.361762,561267303.210247,565032906.830955,571447980.224735,576114036.020518,578452261.477101,581292935.840636,584755516.243576,587757354.11664,590275436.950996,616653162.437361,654875298.536586,697943572.168382,743415478.666273,746444039.072533,750404845.688742,758495392.21227,766006990.43297,771946766.156105,779080196.406783,787618563.012027,798977860.59113,840078490.023363
RES_InFP,2100,Elevate,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,5653582.3500634,36496369.5065495,44838215.7384481,54836171.0857847,65151798.607339,73152790.4574064,81011886.4150873,87780873.0379291,90140209.0372788,93616323.1283148,99950728.7365902
RES_InFP,2100,Elevate,90th-percentile,0,0,0,0,187695.974837771,918094.282811144,1794174.29214943,2381809.59493437,3013316.05677961,3588635.73420589,12261291.3639049,30175610.7773169,58727941.3843079,98259868.4900913,99886147.2861877,106803549.120102,112641598.64709,117208688.30951,122211433.813075,128734457.327201,138269692.397687,158348698.971957,186199457.167138
