Category,TargetYear,Action,SLR,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,P25,P50,P75,P90,P91,P92,P93,P94,P95,P96,P97,P98,P99
RES_InFP,Potential,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
RES_InFP,Potential,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,Potential,Elevate,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_InFP,Potential,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_InFP,Potential,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_InFP,2040,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,2040,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,2040,Raise Utilities,50th-percentile,1371669.16919474,1651475.30641635,1911782.00676255,2060020.46107348,2177569.09696391,2299403.67417918,2434627.74546088,2551968.55658987,2643660.51256238,2833891.57378523,4864683.74548446,7333163.59658735,10748790.4088561,14137209.1734541,14474042.2107591,14980858.7798434,15652373.9497828,16105657.6412064,16819492.9568234,17427432.8552088,18340663.0569581,19375621.1134071,21329794.2901622
NONRES_InFP,2040,Raise Utilities,90th-percentile,2043954.22939836,2474069.58165846,2806820.68361468,2988686.52509943,3206975.60751845,3460355.90217414,3682896.62923093,3865724.81740545,4070719.38704972,4233851.42567639,5929342.10901385,8999025.80686977,12228931.7856457,15724569.7341438,16172858.7220887,16541853.9150763,16822412.403536,17317906.8042203,17737781.2837195,18721618.6925395,19064662.4482222,20224421.2257973,22087241.5017954
NONRES_InFP,2040,WFP B,50th-percentile,1098895.0502629,1319028.10053209,1538430.93777896,1689532.89171895,1782028.18340642,1871725.88542428,1989877.25659229,2070091.21202709,2154739.8760697,2311874.6948342,4060338.87089095,6440313.63515638,9480696.44705439,12862637.3322018,13065911.3495473,13517178.7779449,14182320.86178,14757777.446712,15428553.6667675,15834555.7020293,17020033.6629118,17954396.3065977,19829889.3943395
NONRES_InFP,2040,WFP B,90th-percentile,1619963.20706308,2010789.0451183,2252507.90629358,2448479.80538324,2593064.89840926,2829237.68173552,2999578.60843083,3183680.04380603,3283245.40711232,3434420.18540243,4977946.45093684,7730277.07535822,10966335.1935428,14379989.4390273,14737794.3918774,15100539.2216153,15418252.6347207,15787442.5759721,16115976.6714962,17017057.8037553,17491627.3417995,18606204.037969,20349204.269494
NONRES_InFP,2040,Elevate,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240753.938543315,1194039.60708102,3048929.54179724,3940378.83641879,4637834.82906689,6131534.01416503,7619158.06907065
NONRES_InFP,2040,Elevate,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160876.466666572,696275.606457245,1439259.55932341,2206695.10051775,3132645.28446598,4291235.05348331,5477598.8806426,7463482.6659769,9124425.00013775
NONRES_InFP,2040,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_InFP,2040,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24301.6880579243
NONRES_InFP,2055,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,2055,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,2055,Raise Utilities,50th-percentile,8433286.98309592,9427950.01862067,10557762.7907549,11042538.1619213,11501021.557137,12083951.0572545,12443068.6481264,12844040.8935836,13188600.4598037,13599605.5243945,16912920.7799948,20902720.3100738,25559502.6225376,30171113.6604745,30999377.9882883,31769970.1076795,32806002.2194987,33722090.4765936,34417890.6634897,35403243.655971,35981582.1836699,38218605.9680962,41691994.2056169
NONRES_InFP,2055,Raise Utilities,90th-percentile,14509096.0155457,15548442.7985749,17041499.938323,17758621.3349128,17993660.5441133,18904968.0605385,19411259.4197754,19720000.7040725,19963588.6137628,20269609.041851,23508543.1009959,28397368.3107594,33722531.0204008,38959336.7090772,39415851.1185882,39880436.0596992,40602792.6121112,41270962.1932835,43062570.8181993,44285966.9772455,44740150.3935417,46209527.8220888,50374427.2029549
NONRES_InFP,2055,WFP B,50th-percentile,6957258.24413777,7583838.58504251,8706961.8634739,9164596.23316575,9667846.74784163,10130779.2892752,10471044.4791227,10864116.2826926,11129223.1638532,11484145.4057104,14730808.3243996,18434672.6299341,22780045.9798507,27098013.6225046,27736717.6798915,28496977.5704958,29712743.6272421,30483872.1543244,31342064.4496749,32107944.6683992,32820946.4613815,34957799.7300375,38225689.1540803
NONRES_InFP,2055,WFP B,90th-percentile,12078922.9903614,13061905.3520663,14255798.2994645,14917898.7633216,15379190.5551899,15861905.4336229,16625565.8248425,16868719.1634903,17104361.0428249,17304030.4058018,20321776.8948704,24931701.6182507,29960937.0312298,34939833.7955688,35425531.9870748,36054415.6844273,36504355.3169721,37164161.9766402,38888027.706422,39860757.0737868,40885359.1493196,42185469.4506778,46180363.4017739
NONRES_InFP,2055,Elevate,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,3796866.50857055,4031335.21292915,4302791.63636787,4851276.16519596,5424458.81589741,5817669.16023096,6644268.55097311,7674972.84690127,8787881.34499692,10756247.2983101
NONRES_InFP,2055,Elevate,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,4247219.60272182,4548340.48962251,4895663.54287405,5565943.61955556,6275713.45573158,6819980.12389913,7727075.55510566,8752177.92181703,9832059.39463243,11114223.3019052
NONRES_InFP,2055,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1083.03083803781,384244.361395005
NONRES_InFP,2055,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6111.84321917003,414880.905255788
NONRES_InFP,2100,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,2100,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_InFP,2100,Raise Utilities,50th-percentile,86251251.7674271,89447505.8391357,91277531.6027315,93461426.7881791,94531533.7130516,95659973.0673135,96554433.3031745,97326747.0205894,98174804.8580498,98959397.7203583,106556110.208516,114252659.769337,122912616.454454,132562467.040289,133090146.307395,133732339.254455,134542430.588759,136231244.037714,137541593.138067,140436449.238957,142781272.000411,144270328.733452,148025586.56057
NONRES_InFP,2100,Raise Utilities,90th-percentile,190172763.756772,193507693.835157,194828748.627092,196110997.691675,197380142.662844,198043036.163312,198968242.473394,199681500.910039,200535584.300731,201110750.57507,209188523.686125,217525206.57259,225970470.812965,235573122.898595,236578213.368524,237467817.99072,238613337.152196,239897971.410684,241584982.311284,242461129.416264,243704069.870226,246672883.515602,249654969.219038
NONRES_InFP,2100,WFP B,50th-percentile,75596590.9273119,78367761.7930848,79754424.3736739,81832383.977627,83070033.9325873,83990285.7474383,85111286.5010852,85626750.1594077,86383450.5824375,87048632.0132885,94445796.7132206,102028840.142485,110478356.206588,119964343.733728,120668554.455911,121181183.826126,122221089.66331,123534973.079921,124587214.766782,127612277.218755,129612984.651296,131138662.250617,134761714.989561
NONRES_InFP,2100,WFP B,90th-percentile,175802267.183718,178710499.944839,180014442.867558,181207814.196401,182175190.611589,183172704.306127,184290228.869447,184900729.886839,185408426.740165,186131389.603636,194147286.273325,202208094.504242,210790047.591794,220070190.998983,221199444.542307,221997870.884065,223490840.12062,224668429.619025,225903138.516125,227033682.87748,228106473.525177,231441383.867696,234167020.847437
NONRES_InFP,2100,Elevate,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,2770744.64308984,6966490.52397736,11160722.0685759,11528563.6762086,11863785.469246,12183795.3957063,12789038.4042903,13406722.4462056,14549876.6581774,15313026.1680996,18433476.786087,20100029.4236979
NONRES_InFP,2100,Elevate,90th-percentile,1900067.21405579,2958915.9885041,3416938.36849358,3802501.38390517,4190527.36088759,4562264.73879295,4986918.49081057,5473006.9903071,5751928.6919025,6080119.49131692,10249701.379699,15386504.2559276,22706710.0837733,28982082.7250621,29977557.8341033,30800792.1128762,31553400.296225,32786894.6547554,33671404.6682873,34465978.7867857,35504555.092721,37053739.6217239,43539849.2829949
NONRES_InFP,2100,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9065.811809975,26494.1657418347,210578.768770972,367280.01313105,625442.900081366,993490.673174861,1576459.47883817,2291153.80088933
NONRES_InFP,2100,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,57756.4408571479,92002.892155933,214338.854907519,328468.193343784,437417.853641995,562608.006860323,664106.27445419,1053400.17506766,1743647.72128306,2554147.30915573
NONRES_OutFP,Potential,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,Potential,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,Potential,Raise Utilities,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,Potential,Raise Utilities,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,Potential,WFP B,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,Potential,WFP B,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,Potential,Elevate,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,Potential,Elevate,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,Potential,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,Potential,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,2040,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2040,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2040,Raise Utilities,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12071.7452897087,45567.5037976921,79332.9186793011,126457.981294452,573890.18183732,966652.604394783,1592112.06314138,3744691.47115893,7736340.30665682
NONRES_OutFP,2040,Raise Utilities,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,44295.0630750104,75906.0546496547,100561.320742247,148118.35218324,304194.570142078,604123.336091581,1272081.80556004,2668589.45456105,7212865.98390069,13057766.5078862
NONRES_OutFP,2040,WFP B,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347004.034040258,688850.771022303,1263257.68334717,3243632.66482579,6868475.90468023
NONRES_OutFP,2040,WFP B,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111005.340825331,373317.918813646,960837.775973108,2228461.85777021,6350898.70919147,11927004.5960957
NONRES_OutFP,2040,Elevate,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2040,Elevate,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2040,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,2040,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,2055,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2055,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2055,Raise Utilities,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,860385.531756363,1030353.46958727,1203406.23935275,1644058.14551165,2487361.34853423,3014405.89995944,4128952.85075931,6758523.08801583,10269300.8155868,22702703.0518404
NONRES_OutFP,2055,Raise Utilities,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,65900.3614308978,1195116.15439545,1535944.65227491,1978686.07450604,2637658.16741729,3465658.26261746,4732713.54136184,6951713.90284431,8100872.91069493,11337776.9124114,20356373.1928636
NONRES_OutFP,2055,WFP B,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,574941.254186115,729212.748921451,893599.026255992,1311693.71104245,2065302.73352008,2543438.86264886,3499428.27008353,5904172.76901481,9285976.31338669,21332273.6267574
NONRES_OutFP,2055,WFP B,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,867796.7117513,1209362.63937194,1614717.16048719,2172005.60775441,2925903.29093679,4121766.52918778,6092959.63103645,7227579.15653744,10193973.5379237,19271474.3074635
NONRES_OutFP,2055,Elevate,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2055,Elevate,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2055,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,2055,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NONRES_OutFP,2100,No mitigation,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2100,No mitigation,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2100,Raise Utilities,50th-percentile,0,0,0,0,0,0,0,0,0,0,30888.2018299275,429041.635144169,3016450.2158761,9531385.57010441,10579066.6223943,12276302.1071759,15199142.7694876,18355487.2032661,23063494.0956391,26036495.4906997,28572486.6083074,31879568.2302381,35416092.1930988
NONRES_OutFP,2100,Raise Utilities,90th-percentile,316353.09429403,466671.989603101,582200.716512419,648441.4334569,770678.396433413,875073.588203968,1003822.80020314,1095489.59970616,1220992.83448357,1317340.95697886,2962857.45875693,6539072.24943396,12904226.2068143,22145364.5293147,23504348.3776845,25420325.2182814,27148207.8602325,28374533.2360644,31132057.8621863,32333393.7861247,34922465.5892504,40168646.362846,51216293.0389951
NONRES_OutFP,2100,WFP B,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,144765.466755148,2380959.17378053,8376032.59124218,9388870.11179824,11135095.485962,13747257.2828193,16781268.5851307,21536848.7117735,24687147.9916253,26946512.7770442,29991172.1169328,33631629.4618765
NONRES_OutFP,2100,WFP B,90th-percentile,0,0,43769.8285187786,153851.193516139,251448.468870892,332031.433890722,383252.724209617,437415.311888278,504433.241697802,641989.950375121,1972177.67547627,5126364.92098452,10752395.5620074,19698048.335286,21107679.4101708,22793458.8363846,24157146.711722,25529439.3102055,27760455.94567,29624426.972493,32076649.1432737,36550823.2702973,47793059.1082247
NONRES_OutFP,2100,Elevate,50th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2100,Elevate,90th-percentile,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NONRES_OutFP,2100,WFP 1st,50th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200.34827043838
NONRES_OutFP,2100,WFP 1st,90th-percentile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29142.7900184214
