BuildingID,Longitude,Latitude,OccupancyType,OccupancyGroup,SOID,StructureValue,ContentValue,GroundElevation_ft,FFE_ft,DFE_Status,ManufRestriction,OccupancyFallback
7467853,-72.822302,40.774249,RES1-2SWB,RES,R12B,413188.67,206594.33,7.7378,9.7378,Under DFE,0,0
7489193,-72.853052,40.747321,RES3A,RES,R3A3N,692984.57,346492.29,1.5413,9.5413,Under DFE,0,0
7509587,-72.818264,40.775982,RES1-2SWB,RES,R12B,337614.66,168807.33,9.6774,11.6774,Above DFE,0,0
8294334,-72.865837,40.75972,RES1-1SWB,RES,R11B,239878.17,119939.09,14.2875,16.2875,Above DFE,0,0
7024118,-72.872882,40.757698,COM8,NONRES,C8LN,900005.48,900005.48,14.2873,14.7873,Above DFE,0,0
7024120,-72.872915,40.757825,RES1-1SNB,RES,R11N,341638.94,170819.47,13.8404,15.3404,Above DFE,0,0
7024122,-72.872789,40.75736,COM2,NONRES,C2LN,1303951.95,1303951.95,12.8582,13.3582,Above DFE,0,0
7028015,-72.871102,40.75138,RES4,RES,R4LN,1603718.58,801859.29,7.6291,8.1291,Under DFE,0,0
7028017,-72.871226,40.751891,RES1-1SWB,RES,R11B,401343.03,200671.52,8.2297,10.2297,Above DFE,0,0
7028019,-72.869266,40.750158,RES1-1SWB,RES,R11B,418263.95,209131.97,4.8619,6.8619,Under DFE,0,0
7028021,-72.868092,40.751562,RES1-1SWB,RES,R11B,170836.99,85418.5,2.6013,4.6013,Under DFE,0,0
7028023,-72.869369,40.750567,RES1-1SWB,RES,R11B,211626.45,105813.23,4.1647,6.1647,Under DFE,0,0
7028025,-72.871343,40.751008,COM8,NONRES,C8LN,568468.33,568468.33,8.6962,9.1962,Under DFE,0,0
7028027,-72.867866,40.751097,RES1-1SWB,RES,R11B,235630.8,117815.4,4.0979,6.0979,Under DFE,0,0
7028029,-72.86859,40.7481,RES1-1SWB,RES,R11B,280176.57,140088.28,5.3915,7.3915,Under DFE,0,0
7028031,-72.86865,40.752684,RES1-1SWB,RES,R11B,251041.54,125520.77,4.589,6.589,Under DFE,0,0
7028033,-72.869164,40.749786,RES1-2SWB,RES,R12B,473049.25,236524.62,4.3704,6.3704,Under DFE,0,0
7028035,-72.869427,40.750705,RES1-1SWB,RES,R11B,283043.82,141521.91,4.6724,6.6724,Under DFE,0,0
7028037,-72.871272,40.752655,RES1-2SWB,RES,R12B,415694.83,207847.42,9.2082,11.2082,Above DFE,0,0
7028039,-72.868462,40.752213,RES1-1SWB,RES,R11B,396906.5,198453.25,4.27,6.27,Under DFE,0,0
7028041,-72.869937,40.751271,RES1-2SNB,RES,R12N,876108.36,438054.18,7.9225,15.9225,Above DFE,0,0
7028043,-72.868828,40.748389,RES1-2SWB,RES,R12B,209454.34,104727.17,4.2614,6.2614,Under DFE,0,0
7028045,-72.868813,40.748525,RES1-1SWB,RES,R11B,263844.69,131922.35,3.7371,5.7371,Under DFE,0,0
7028047,-72.868514,40.752465,RES1-2SWB,RES,R12B,321236.97,160618.48,5.7385,7.7385,Under DFE,0,0
7028049,-72.869263,40.750023,RES1-1SWB,RES,R11B,324435.77,162217.89,4.8003,6.8003,Under DFE,0,0
7028051,-72.86931,40.750444,RES1-1SWB,RES,R11B,299419.96,149709.98,4.0941,6.0941,Under DFE,0,0
7028053,-72.868729,40.752843,RES1-2SWB,RES,R12B,354994.07,177497.03,3.775,5.775,Under DFE,0,0
7028055,-72.869494,40.750836,RES1-2SWB,RES,R12B,243826.33,121913.16,5.9019,7.9019,Under DFE,0,0
7028057,-72.868248,40.751955,RES1-1SWB,RES,R11B,170836.99,85418.5,3.7694,5.7694,Under DFE,0,0
7028059,-72.868956,40.749402,RES1-2SWB,RES,R12B,376137.92,188068.96,3.5744,5.5744,Under DFE,0,0
7028061,-72.868548,40.752544,RES1-2SNB,RES,R12N,185512.62,92756.31,3.8171,5.3171,Under DFE,0,0
7028063,-72.87131,40.752017,RES1-1SWB,RES,R11B,263844.69,131922.35,8.46,10.46,Above DFE,0,0
7028065,-72.868835,40.748768,RES1-1SWB,RES,R11B,297646.8,148823.4,5.094,7.094,Under DFE,0,0
7028067,-72.871211,40.752346,RES1-2SWB,RES,R12B,253761.98,126880.99,8.0257,10.0257,Above DFE,0,0
7466647,-72.819366,40.773176,RES1-1SNB,RES,R11N,162103.08,81051.54,3.9796,11.9796,Above DFE,0,0
7466649,-72.832424,40.776391,RES1-1SNB,RES,R11N,190774.65,95387.33,14.9731,22.9731,Above DFE,0,0
7466651,-72.829169,40.776049,RES1-2SNB,RES,R12N,313998.68,156999.34,16.6457,24.6457,Above DFE,0,0
7466653,-72.83498,40.775778,RES1-2SNB,RES,R12N,289839.73,144919.86,18.6148,26.6148,Above DFE,0,0
7466655,-72.820394,40.772883,RES1-1SNB,RES,R11N,242825.72,121412.86,7.586,15.586,Above DFE,0,0
7466659,-72.824903,40.772819,RES1-3SNB,RES,R13N,422098.8,211049.4,5.4214,6.9214,Under DFE,0,0
7466661,-72.829036,40.775866,RES1-1SNB,RES,R11N,373260.78,186630.39,15.7828,17.2828,Above DFE,0,0
7466662,-72.83346,40.776145,RES1-2SNB,RES,R12N,334108.12,167054.06,15.2074,23.2074,Above DFE,0,0
7466663,-72.818846,40.773236,RES1-2SNB,RES,R12N,203138.04,101569.02,3.0323,4.5323,Under DFE,0,0
7466665,-72.8158593177796,40.7738549970709,RES1-1SNB,RES,R11N,126503.63,63251.82,3.7759,5.2759,Under DFE,0,0
7466667,-72.823731,40.77281,RES1-2SNB,RES,R12N,301295.64,150647.82,4.399,5.899,Under DFE,0,0
7466669,-72.826041,40.774449,RES1-1SNB,RES,R11N,185699.18,92849.59,8.8815,16.8815,Above DFE,0,0
7466671,-72.833829,40.775646,RES1-1SNB,RES,R11N,241381,120690.5,15.5355,17.0355,Above DFE,0,0
7466673,-72.817295,40.773522,RES1-2SNB,RES,R12N,354411.02,177205.51,6.9681,7.4681,Under DFE,0,0
7466675,-72.835482,40.775665,RES1-1SNB,RES,R11N,196462.83,98231.41,18.1463,19.6463,Above DFE,0,0
7466677,-72.82879,40.775503,RES1-1SNB,RES,R11N,203964.5,101982.25,14.0743,15.5743,Above DFE,0,0
7466679,-72.816741,40.773662,RES1-1SNB,RES,R11N,240068.96,120034.48,3.7814,5.2814,Under DFE,0,0
7466681,-72.817665,40.773325,RES3A,RES,R3A3N,427871.79,213935.9,2.5121,4.0121,Under DFE,0,0
7466683,-72.822236,40.772792,RES1-2SNB,RES,R12N,351375.81,175687.9,3.6641,11.6641,Above DFE,0,0
7466685,-72.834403,40.77546,RES1-1SNB,RES,R11N,163150.88,81575.44,17.0671,18.5671,Above DFE,0,0
7466687,-72.832217,40.776497,RES1-3SNB,RES,R13N,547230.47,273615.23,14.6692,16.1692,Above DFE,0,0
7466690,-72.826909,40.775714,RES1-1SNB,RES,R11N,175402.12,87701.06,13.272,14.772,Above DFE,0,0
7466691,-72.826263,40.774667,RES1-2SNB,RES,R12N,360491.64,180245.82,10.4584,18.4584,Above DFE,0,0
7466693,-72.829775,40.77684,RES1-1SNB,RES,R11N,169343.29,84671.65,16.8333,18.3333,Above DFE,0,0
7466695,-72.817092,40.77361,RES1-2SNB,RES,R12N,234100.12,117050.06,4.9217,6.4217,Under DFE,0,0
7466698,-72.825415,40.772894,RES1-2SNB,RES,R12N,354550.06,177275.03,6.7499,8.2499,Under DFE,0,0
7466700,-72.829526,40.775273,RES1-2SNB,RES,R12N,347073.74,173536.87,12.5915,14.0915,Above DFE,0,0
7466702,-72.829806,40.77376,RES1-1SNB,RES,R11N,369525.22,184762.61,15.5978,23.5978,Above DFE,0,0
7466704,-72.831193,40.7749,RES1-2SNB,RES,R12N,521425.64,260712.82,18.5473,26.5473,Above DFE,0,0
7466709,-72.836438,40.77538,RES1-1SNB,RES,R11N,239309.74,119654.87,18.013,26.013,Above DFE,0,0
7466710,-72.826559,40.775178,RES1-1SNB,RES,R11N,165547.34,82773.67,11.8569,19.8569,Above DFE,0,0
7466711,-72.830082,40.777044,RES1-1SNB,RES,R11N,145291.76,72645.88,17.2097,25.2097,Above DFE,0,0
7466712,-72.827803,40.775595,RES1-1SNB,RES,R11N,261996.73,130998.36,12.6162,14.1162,Above DFE,0,0
7466713,-72.826436,40.774929,RES1-1SNB,RES,R11N,209651.33,104825.66,10.773,18.773,Above DFE,0,0
7466714,-72.818979,40.773143,RES1-1SNB,RES,R11N,290658.45,145329.23,2.9823,4.4823,Under DFE,0,0
7466715,-72.836072,40.77536,RES1-1SNB,RES,R11N,177286.22,88643.11,17.8544,25.8544,Above DFE,0,0
7466716,-72.831254,40.776686,RES1-1SNB,RES,R11N,148169.83,74084.92,14.9929,16.4929,Above DFE,0,0
7466717,-72.820192,40.773002,RES1-1SNB,RES,R11N,212717.54,106358.77,3.9562,11.9562,Above DFE,0,0
7466718,-72.821747,40.772454,RES1-2SNB,RES,R12N,178104.55,89052.27,3.4936,4.9936,Under DFE,0,0
7466719,-72.834658,40.775858,RES1-1SNB,RES,R11N,176919.09,88459.55,17.1086,17.6086,Above DFE,0,0
7466720,-72.836748,40.775242,RES1-2SNB,RES,R12N,201988.45,100994.22,16.9632,24.9632,Above DFE,0,0
7466721,-72.821689,40.772599,RES1-2SNB,RES,R12N,302643.17,151321.58,4.1908,12.1908,Above DFE,0,0
7466722,-72.837302,40.775152,RES1-1SNB,RES,R11N,175108.65,87554.33,19.795,27.795,Above DFE,0,0
7466723,-72.817793,40.773487,RES1-1SNB,RES,R11N,146885.26,73442.63,3.1326,11.1326,Above DFE,0,0
7466724,-72.815688,40.773898,RES1-1SNB,RES,R11N,178703.19,89351.59,3.7514,11.7514,Above DFE,0,0
7466725,-72.818641,40.773235,RES1-2SNB,RES,R12N,360562.83,180281.41,3.5094,5.0094,Under DFE,0,0
7466726,-72.821924,40.772417,RES1-2SNB,RES,R12N,572182.09,286091.05,3.8911,11.8911,Above DFE,0,0
7466727,-72.826329,40.774797,RES1-2SNB,RES,R12N,313480.52,156740.26,11.0835,19.0835,Above DFE,0,0
7466728,-72.82932,40.776211,RES1-2SNB,RES,R12N,263283.89,131641.94,16.6835,18.1835,Above DFE,0,0
7466729,-72.833293,40.776193,RES1-2SNB,RES,R12N,268724.91,134362.45,15.0265,16.5265,Above DFE,0,0
7466730,-72.816214,40.773835,RES1-2SNB,RES,R12N,228077.87,114038.93,2.8133,4.3133,Under DFE,0,0
7466731,-72.819705,40.773059,RES1-2SNB,RES,R12N,395960.05,197980.03,4.057,5.557,Under DFE,0,0
7466732,-72.826016,40.773847,RES1-1SNB,RES,R11N,145756.07,72878.04,9.9399,10.4399,Above DFE,0,0
7466733,-72.828418,40.775541,RES1-2SNB,RES,R12N,458248.27,229124.13,12.946,14.446,Above DFE,0,0
7466734,-72.829955,40.775486,RES3A,RES,R3A3N,426769,213384.5,13.6482,21.6482,Above DFE,0,0
7466735,-72.834085,40.776034,RES1-1SNB,RES,R11N,126199.07,63099.54,16.2703,24.2703,Above DFE,0,0
7466736,-72.816214,40.773706,COM4,NONRES,C4LN,219577.97,219577.97,3.6188,4.1188,Under DFE,0,0
7466737,-72.831535,40.776653,RES1-2SNB,RES,R12N,254392.63,127196.31,15.8387,23.8387,Above DFE,0,0
7466738,-72.823518,40.772827,RES1-2SNB,RES,R12N,238808.89,119404.45,4.1543,5.6543,Under DFE,0,0
7466739,-72.829497,40.776435,RES1-1SNB,RES,R11N,169651.28,84825.64,17.1156,25.1156,Above DFE,0,0
7466740,-72.817969,40.773459,RES1-2SNB,RES,R12N,218613.09,109306.54,3.6455,11.6455,Above DFE,0,0
7466741,-72.837078,40.774844,RES1-2SNB,RES,R12N,265055.54,132527.77,18.7326,20.2326,Above DFE,0,0
7466742,-72.825862,40.774024,RES1-2SNB,RES,R12N,326769.13,163384.56,10.4487,10.9487,Above DFE,0,0
7466743,-72.836264,40.775389,RES1-1SNB,RES,R11N,116016.29,58008.15,17.6747,25.6747,Above DFE,0,0
7466744,-72.835736,40.775307,RES1-1SNB,RES,R11N,262353.33,131176.66,18.9173,20.4173,Above DFE,0,0
7466745,-72.825715,40.772928,RES1-2SNB,RES,R12N,191181.32,95590.66,6.7006,8.2006,Under DFE,0,0
7466746,-72.83304,40.776281,RES1-1SNB,RES,R11N,180841.8,90420.9,14.6222,22.6222,Above DFE,0,0
7466747,-72.821114,40.772832,RES1-1SNB,RES,R11N,145028.8,72514.4,4.1619,12.1619,Above DFE,0,0
7466748,-72.833723,40.776096,RES1-2SNB,RES,R12N,400092.46,200046.23,16.1589,24.1589,Above DFE,0,0
7466749,-72.825981,40.774319,RES1-1SNB,RES,R11N,176150.65,88075.33,8.8337,10.3337,Above DFE,0,0
7466750,-72.819474,40.77456,RES1-2SWB,RES,R12B,190997.96,95498.98,7.1218,9.1218,Under DFE,0,0
7466751,-72.819301,40.774454,RES1-1SWB,RES,R11B,338117.98,169058.99,7.0758,9.0758,Under DFE,0,0
7466752,-72.820027,40.774324,RES1-2SWB,RES,R12B,585970.07,292985.04,7.8709,9.8709,Under DFE,0,0
7466753,-72.818855,40.774916,RES1-1SWB,RES,R11B,329723.42,164861.71,8.3847,10.3847,Above DFE,0,0
7466754,-72.817661,40.77516,RES1-1SNB,RES,R11N,180379.21,90189.61,7.5358,9.0358,Under DFE,0,0
7466755,-72.817319,40.774823,RES1-2SNB,RES,R12N,234543.07,117271.53,6.0957,7.5957,Under DFE,0,0
7466756,-72.818026,40.774729,RES1-2SNB,RES,R12N,249432.33,124716.16,6.9363,8.4363,Under DFE,0,0
7466757,-72.817081,40.775274,RES1-1SWB,RES,R11B,219128.38,109564.19,6.3699,8.3699,Under DFE,0,0
7466758,-72.81859,40.774597,RES1-2SWB,RES,R12B,452183.59,226091.79,8.1802,10.1802,Above DFE,0,0
7466759,-72.818154,40.775119,RES1-2SNB,RES,R12N,261898.26,130949.13,7.938,9.438,Under DFE,0,0
7466760,-72.819599,40.774393,RES1-2SWB,RES,R12B,434101.55,217050.77,8.2253,10.2253,Above DFE,0,0
7466761,-72.8163,40.775411,RES1-1SWB,RES,R11B,342021.84,171010.92,5.2791,7.2791,Under DFE,0,0
7466762,-72.816037,40.775455,RES1-1SNB,RES,R11N,149358.91,74679.45,5.3715,6.8715,Under DFE,0,0
7466763,-72.819058,40.774483,RES1-2SWB,RES,R12B,357625.51,178812.76,7.3167,9.3167,Under DFE,0,0
7466764,-72.819272,40.774855,RES1-2SWB,RES,R12B,245816.41,122908.2,7.4775,9.4775,Under DFE,0,0
7466765,-72.816621,40.774945,RES1-1SWB,RES,R11B,176824.39,88412.2,5.0903,7.0903,Under DFE,0,0
7466766,-72.816645,40.775378,RES1-1SWB,RES,R11B,200984.41,100492.21,6.4608,8.4608,Under DFE,0,0
7466767,-72.817912,40.775097,RES1-2SWB,RES,R12B,307442.25,153721.12,8.2849,10.2849,Above DFE,0,0
7466768,-72.82024,40.774723,RES1-1SNB,RES,R11N,249007.96,124503.98,8.4531,8.9531,Under DFE,0,0
7466769,-72.820525,40.774195,RES1-1SNB,RES,R11N,181583.29,90791.64,8.8765,10.3765,Above DFE,0,0
7466770,-72.820548,40.774606,IND6,NONRES,I6LN,491676.81,491676.81,9.4002,9.9002,Under DFE,0,0
7466771,-72.820074,40.774713,RES1-2SWB,RES,R12B,309286.86,154643.43,8.4491,10.4491,Above DFE,0,0
7466772,-72.818379,40.774672,RES1-2SWB,RES,R12B,338990.63,169495.31,7.2681,9.2681,Under DFE,0,0
7466773,-72.81886,40.774556,RES1-2SWB,RES,R12B,357522.57,178761.28,7.2595,9.2595,Under DFE,0,0
7466774,-72.815366,40.77563,RES1-1SNB,RES,R11N,115093.64,57546.82,3.67,5.17,Under DFE,0,0
7466775,-72.81991,40.774749,RES1-1SNB,RES,R11N,195286.34,97643.17,8.1217,8.6217,Under DFE,0,0
7466776,-72.819803,40.774399,RES1-2SNB,RES,R12N,256644.79,128322.39,7.5753,9.0753,Under DFE,0,0
7466777,-72.815348,40.775432,RES1-1SWB,RES,R11B,368176.73,184088.36,4.1882,6.1882,Under DFE,0,0
7466778,-72.815199,40.775675,RES1-1SNB,RES,R11N,182169.36,91084.68,2.8841,4.3841,Under DFE,0,0
7466779,-72.8156125545502,40.7754880766705,RES1-1SNB,RES,R11N,148699.92,74349.96,4.2736,5.7736,Under DFE,0,0
7466780,-72.816182,40.775053,RES1-2SNB,RES,R12N,415489.93,207744.96,5.8735,6.3735,Under DFE,0,0
7466781,-72.815926,40.775128,RES1-2SWB,RES,R12B,441921.6,220960.8,5.4446,7.4446,Under DFE,0,0
7466782,-72.820449,40.774322,RES3A,RES,R3A1N,372804.66,186402.33,8.4256,9.9256,Under DFE,0,0
7466783,-72.817256,40.775238,RES1-1SNB,RES,R11N,140191.39,70095.69,7.6322,8.1322,Under DFE,0,0
7466784,-72.819497,40.774794,RES1-3SWB,RES,R13B,380463.44,190231.72,7.6685,9.6685,Under DFE,0,0
7466785,-72.817444,40.775193,RES1-1SWB,RES,R11B,208474.07,104237.04,8.4567,10.4567,Above DFE,0,0
7466786,-72.818501,40.774994,RES1-1SWB,RES,R11B,198777.68,99388.84,7.7426,9.7426,Under DFE,0,0
7466787,-72.818192,40.774652,RES1-1SWB,RES,R11B,182155.13,91077.57,6.785,8.785,Under DFE,0,0
7466788,-72.820609,40.774327,RES1-2SWB,RES,R12B,181900.82,90950.41,8.5424,10.5424,Above DFE,0,0
7467382,-72.830816,40.778301,RES1-2SNB,RES,R12N,409393.48,204696.74,14.4102,15.9102,Above DFE,0,0
7467384,-72.824894,40.778845,RES1-1SNB,RES,R11N,233109.98,116554.99,11.3661,19.3661,Above DFE,0,0
7467386,-72.828965,40.777942,RES1-1SNB,RES,R11N,190111.65,95055.82,16.7589,18.2589,Above DFE,0,0
7467388,-72.828294,40.782196,RES1-2SNB,RES,R12N,295975.4,147987.7,19.9515,27.9515,Above DFE,0,0
7467390,-72.830332,40.785353,RES1-1SNB,RES,R11N,156250.1,78125.05,8.2265,9.7265,Under DFE,0,0
7467392,-72.830624,40.778265,RES1-1SNB,RES,R11N,134827.69,67413.85,13.181,21.181,Above DFE,0,0
7467393,-72.841926,40.786023,RES1-3SNB,RES,R13N,406813.64,203406.82,28.3171,36.3171,Above DFE,0,0
7467395,-72.819414,40.776385,RES1-1SNB,RES,R11N,145121.43,72560.71,10.4263,10.9263,Above DFE,0,0
7467397,-72.820309,40.776326,RES1-2SNB,RES,R12N,270331.01,135165.51,9.7788,10.2788,Above DFE,0,0
7467399,-72.820492,40.776299,RES1-2SNB,RES,R12N,290412.83,145206.41,10.2478,18.2478,Above DFE,0,0
7467401,-72.821331,40.776237,RES1-2SNB,RES,R12N,363945.67,181972.84,10.2505,11.7505,Above DFE,0,0
7467403,-72.825056,40.779329,RES1-2SNB,RES,R12N,262109.02,131054.51,12.343,20.343,Above DFE,0,0
7467405,-72.830384,40.78386,RES1-1SNB,RES,R11N,197001.64,98500.82,20.077,21.577,Above DFE,0,0
7467407,-72.81563,40.776737,RES1-1SNB,RES,R11N,270381.67,135190.83,4.3013,5.8013,Under DFE,0,0
7467409,-72.825005,40.779991,RES1-1SNB,RES,R11N,249979.78,124989.89,14.0907,22.0907,Above DFE,0,0
7467411,-72.827653,40.77761,RES1-1SNB,RES,R11N,255018.25,127509.12,11.2405,11.7405,Above DFE,0,0
7467413,-72.830738,40.786373,RES1-1SNB,RES,R11N,268420.29,134210.14,5.9547,7.4547,Under DFE,0,0
7467415,-72.818852,40.776428,RES1-2SNB,RES,R12N,288259.87,144129.93,7.559,15.559,Above DFE,0,0
7467417,-72.822307,40.781306,RES1-1SNB,RES,R11N,178717.2,89358.6,8.5308,10.0308,Above DFE,0,0
7467419,-72.823759,40.77949,RES1-2SNB,RES,R12N,235980.21,117990.11,14.6663,16.1663,Above DFE,0,0
7467421,-72.826113,40.782033,RES1-2SNB,RES,R12N,248627.63,124313.82,16.9576,24.9576,Above DFE,0,0
7467423,-72.816512,40.776673,RES1-1SNB,RES,R11N,343201.39,171600.7,3.421,11.421,Above DFE,0,0
7467425,-72.830209,40.786369,RES1-2SNB,RES,R12N,299704.34,149852.17,6.036,14.036,Above DFE,0,0
7467427,-72.831288,40.786317,RES1-1SNB,RES,R11N,196723.99,98362,6.2465,14.2465,Above DFE,0,0
7467430,-72.839025,40.786104,RES1-2SNB,RES,R12N,338982.09,169491.05,28.1168,29.6168,Above DFE,0,0
7467432,-72.839403,40.786083,RES1-2SNB,RES,R12N,385964.71,192982.36,29.5117,37.5117,Above DFE,0,0
7467434,-72.825679,40.776726,RES1-2SNB,RES,R12N,267476.06,133738.03,13.1765,14.6765,Above DFE,0,0
7467436,-72.828292,40.783772,RES1-2SNB,RES,R12N,475165.22,237582.61,20.5264,28.5264,Above DFE,0,0
7467438,-72.828227,40.78586,RES1-2SNB,RES,R12N,330886.71,165443.36,9.2304,17.2304,Above DFE,0,0
7467440,-72.830538,40.786441,RES1-1SNB,RES,R11N,146245,73122.5,4.68,12.68,Above DFE,0,0
7467441,-72.83346,40.786463,RES1-2SNB,RES,R12N,376654.4,188327.2,21.0615,22.5615,Above DFE,0,0
7467443,-72.822449,40.783524,RES1-2SNB,RES,R12N,380585.3,190292.65,11.8087,13.3087,Above DFE,0,0
7467446,-72.826062,40.776931,RES1-1SNB,RES,R11N,146120.83,73060.42,13.8891,21.8891,Above DFE,0,0
7467448,-72.832473,40.786235,RES1-1SNB,RES,R11N,178855.54,89427.77,5.9182,13.9182,Above DFE,0,0
7467450,-72.83408,40.786322,RES1-2SNB,RES,R12N,329267.94,164633.97,22.4727,30.4727,Above DFE,0,0
7467452,-72.821029,40.776267,RES1-2SNB,RES,R12N,255467.65,127733.82,10.5138,11.0138,Above DFE,0,0
7467453,-72.822652,40.776367,RES1-2SNB,RES,R12N,407033.77,203516.89,8.3289,16.3289,Above DFE,0,0
7467455,-72.827371,40.777527,RES1-2SNB,RES,R12N,245109.64,122554.82,10.5982,12.0982,Above DFE,0,0
7467457,-72.830365,40.784937,RES1-2SNB,RES,R12N,282928.86,141464.43,9.2249,17.2249,Above DFE,0,0
7467459,-72.817642,40.776603,RES1-1SNB,RES,R11N,190143.39,95071.7,4.8617,12.8617,Above DFE,0,0
7467461,-72.818082,40.776564,RES1-2SNB,RES,R12N,374525.91,187262.95,7.4837,8.9837,Under DFE,0,0
7467463,-72.83866,40.786089,RES1-2SNB,RES,R12N,308615.6,154307.8,28.7,30.2,Above DFE,0,0
7467465,-72.843123,40.786021,RES1-1SNB,RES,R11N,262223.23,131111.61,27.4642,28.9642,Above DFE,0,0
7467467,-72.824405,40.776498,RES1-1SNB,RES,R11N,212394.59,106197.29,7.3622,15.3622,Above DFE,0,0
7467469,-72.830539,40.782142,RES1-2SNB,RES,R12N,290954.77,145477.38,21.5439,29.5439,Above DFE,0,0
7467471,-72.827791,40.786875,RES1-1SNB,RES,R11N,284102.6,142051.3,8.539,16.539,Above DFE,0,0
7467473,-72.828186,40.777762,RES1-1SNB,RES,R11N,174851.54,87425.77,15.4344,23.4344,Above DFE,0,0
7467475,-72.830461,40.782982,RES1-2SNB,RES,R12N,335009.76,167504.88,23.4238,31.4238,Above DFE,0,0
7467477,-72.842213,40.786083,RES1-2SNB,RES,R12N,461980.88,230990.44,28.7276,36.7276,Above DFE,0,0
7467479,-72.819596,40.776395,RES1-1SNB,RES,R11N,180267.59,90133.79,9.4238,10.9238,Above DFE,0,0
7467481,-72.830289,40.78549,RES1-2SNB,RES,R12N,263476.32,131738.16,7.9812,15.9812,Above DFE,0,0
7467483,-72.830386,40.784565,RES1-2SNB,RES,R12N,239780.32,119890.16,11.3093,19.3093,Above DFE,0,0
7467485,-72.821448,40.776497,RES1-1SNB,RES,R11N,169870.27,84935.14,9.0753,17.0753,Above DFE,0,0
7467487,-72.826377,40.785533,RES1-2SNB,RES,R12N,464483.98,232241.99,12.0188,20.0188,Above DFE,0,0
7467489,-72.836675,40.786128,RES1-1SNB,RES,R11N,242657.77,121328.88,26.6577,28.1577,Above DFE,0,0
7467491,-72.823058,40.776522,RES1-1SNB,RES,R11N,184719.54,92359.77,5.7271,7.2271,Under DFE,0,0
7467492,-72.830365,40.782736,RES1-2SNB,RES,R12N,270315.39,135157.69,23.942,25.442,Above DFE,0,0
7467494,-72.821655,40.783211,RES1-3SNB,RES,R13N,334167.86,167083.93,9.503,17.503,Above DFE,0,0
7467496,-72.822881,40.776461,RES1-1SNB,RES,R11N,237116.44,118558.22,9.1721,10.6721,Above DFE,0,0
7467498,-72.823671,40.776418,RES1-2SNB,RES,R12N,263026.92,131513.46,6.2506,7.7506,Under DFE,0,0
7467500,-72.824158,40.783825,RES1-2SNB,RES,R12N,241274.61,120637.3,14.4653,22.4653,Above DFE,0,0
7467502,-72.819771,40.776379,RES1-1SNB,RES,R11N,254102.96,127051.48,9.7215,17.7215,Above DFE,0,0
7467504,-72.819618,40.776833,RES1-2SNB,RES,R12N,564752.57,282376.29,7.762,9.262,Under DFE,0,0
7467506,-72.827291,40.786363,RES1-2SNB,RES,R12N,743947.28,371973.64,13.6302,21.6302,Above DFE,0,0
7467508,-72.83982,40.786062,RES1-1SNB,RES,R11N,301231.47,150615.74,27.433,28.933,Above DFE,0,0
7467510,-72.844822,40.785974,RES1-3SNB,RES,R13N,539668.24,269834.12,25.7708,27.2708,Above DFE,0,0
7467512,-72.819856,40.779209,RES1-2SNB,RES,R12N,331084.2,165542.1,8.811,16.811,Above DFE,0,0
7467514,-72.820849,40.776262,RES1-2SNB,RES,R12N,216923.86,108461.93,10.119,11.619,Above DFE,0,0
7467516,-72.821914,40.781552,RES1-1SNB,RES,R11N,329115.77,164557.88,9.5122,17.5122,Above DFE,0,0
7467518,-72.828002,40.777775,RES1-2SNB,RES,R12N,216347.52,108173.76,13.7851,15.2851,Above DFE,0,0
7467520,-72.84373,40.786009,RES1-1SNB,RES,R11N,186863.21,93431.61,28.6006,36.6006,Above DFE,0,0
7467522,-72.830355,40.785074,RES1-2SNB,RES,R12N,275664.96,137832.48,8.5591,16.5591,Above DFE,0,0
7467524,-72.84065,40.786052,RES1-1SNB,RES,R11N,134584.4,67292.2,21.164,21.664,Above DFE,0,0
7467526,-72.843902,40.785994,RES1-2SNB,RES,R12N,252566.83,126283.41,27.332,35.332,Above DFE,0,0
7467528,-72.815794,40.776723,RES1-2SNB,RES,R12N,281988.15,140994.08,5.8727,13.8727,Above DFE,0,0
7467530,-72.821561,40.776201,RES1-3SNB,RES,R13N,304703.24,152351.62,9.2471,17.2471,Above DFE,0,0
7467532,-72.828735,40.780453,RES1-2SNB,RES,R12N,520367.43,260183.71,12.598,20.598,Above DFE,0,0
7467534,-72.830478,40.783288,RES1-1SNB,RES,R11N,124331.76,62165.88,20.9314,22.4314,Above DFE,0,0
7467535,-72.826869,40.777443,RES1-2SNB,RES,R12N,296347.28,148173.64,8.4693,16.4693,Above DFE,0,0
7467537,-72.82689,40.78215,RES1-1SNB,RES,R11N,239264.8,119632.4,17.5709,25.5709,Above DFE,0,0
7467539,-72.832802,40.78626,RES1-1SNB,RES,R11N,180171.52,90085.76,6.8374,8.3374,Under DFE,0,0
7467541,-72.835441,40.786257,RES1-1SNB,RES,R11N,234227.64,117113.82,21.1957,29.1957,Above DFE,0,0
7467543,-72.841017,40.786029,RES1-1SNB,RES,R11N,177855.36,88927.68,25.7708,33.7708,Above DFE,0,0
7467545,-72.842548,40.786141,RES1-1SNB,RES,R11N,313404.74,156702.37,26.3834,34.3834,Above DFE,0,0
7467547,-72.823167,40.779347,RES1-1SNB,RES,R11N,243957.64,121978.82,13.7754,15.2754,Above DFE,0,0
7467549,-72.830523,40.782462,RES1-2SNB,RES,R12N,249450.2,124725.1,21.2392,29.2392,Above DFE,0,0
